gene	gene_symb	major_transcript	minor_transcript	iso_ratio	diff	maj_pval	min_pval	p_value	corr	final_sp	event_importance	exclusive_domains	adj_pval
64847	SPATA20	ENST00000502911.5	ENST00000503127.5	0.25	0.08664729158118321	0.020498804542865814	0.2829178677635421	0.032150750757234954	0.7549801034389246	3	0.23610455272114436	[]	0.030900054124504073
1520	CTSS	ENST00000680288.1	ENST00000448301.7	0.25	0.08245006332062114	0.02050925513131238	0.27724222265304926	0.03216452836420757	0.5287499881577352	1	0.31686888897651605	[]	0.03091307919876922
28988	DBNL	ENST00000494774.5	ENST00000456905.5	0.25	0.07414004918858892	0.020521283725903647	0.06594928779818905	0.03218038469875719	0.6427521258373342	3	0.5439007624994205	[]	0.0309281019224845
28988	DBNL	ENST00000494774.5	ENST00000490734.6	0.25	0.07368317065314006	0.020521283725903647	0.09262838867046233	0.03218038469875719	0.7462165755214015	3	0.7616203398295803	['PF00241']	0.0309281019224845
29880	ALG5	ENST00000681893.1	ENST00000681016.1	0.25	0.06200728410912135	0.020529160228119687	0.10958272012855602	0.03219076670682909	0.8609279065470664	3	0.2747892813545061	[]	0.03093764642702777
29880	ALG5	ENST00000681893.1	ENST00000679837.1	0.25	0.0738570059065963	0.020529160228119687	0.17100034163243324	0.03219076670682909	0.7674160257294269	3	0.23801441678238933	[]	0.03093764642702777
84187	TMEM164	ENST00000372072.7	ENST00000372068.7	0.25	0.27596392459010205	0.020569291196815585	0.017439319210191206	0.03224365156361549	0.9709354967439682	3	0.7857896733141049	[]	0.03098706141797519
54840	APTX	ENST00000494649.5	ENST00000479656.6	0.25	0.06283399688829786	0.020590304780361886	0.21752068360461688	0.03227133559284177	0.7822181272898661	1	0.2808321260743902	[]	0.031013340619742497
2771	GNAI2	ENST00000451956.1	ENST00000313601.11	0.25	0.13618820631423956	0.02059036100063369	0.0006181742439332316	0.03227140965219867	0.6603981614063895	3	0.8161458459648744	[]	0.031013340619742497
55161	TMEM33	ENST00000513702.5	ENST00000508448.5	0.25	0.14439296476487545	0.020626105187077567	0.018430720010355228	0.032318487954722044	0.6651131880153812	3	0.8353036623336609	[]	0.031056914045044424
11276	SYNRG	ENST00000614196.1	ENST00000621136.4	0.25	0.07508156003301744	0.02062652541724019	0.14459481288102435	0.03231904134341988	0.6048718115131235	3	0.3482189406529467	[]	0.0310573370267098
343099	CCDC18	ENST00000343253.11	ENST00000370276.5	0.25	0.1569963951594751	0.02063737537953705	0.025563655147290563	0.032333328597607465	0.9327977951786447	3	0.3599931825380145	[]	0.031070086841136078
343099	CCDC18	ENST00000343253.11	ENST00000455267.1	0.25	0.05611952705527136	0.02063737537953705	0.252803604478689	0.032333328597607465	0.6668925333348161	3	0.35044789751889127	[]	0.031070086841136078
55222	LRRC20	ENST00000355790.8	ENST00000373224.5	0.5	0.0841188009495365	0.010356269767922519	0.012403502559512461	0.032432265804952114	0.8154776933280039	3	0.39131031782600056	[]	0.031162756538350832
22903	BTBD3	ENST00000455911.5	ENST00000449299.5	0.25	0.10770663049521496	0.020737615026152782	0.004459446913734646	0.03246525703370725	0.6761635877922352	2	0.33554222114293264	['PF00651']	0.031193581999074467
7184	HSP90B1	ENST00000680316.1	ENST00000614327.2	0.25	0.17381782441366786	0.020739109244244505	0.010702631183422373	0.03246722270166828	0.8632325189970681	3	0.35071250158884565	[]	0.031194924151164576
6772	STAT1	ENST00000673777.1	ENST00000673885.1	0.5	0.055070636614595436	0.010391312430585308	0.18626448546330168	0.03252445639925433	0.6001099731020209	2	0.3137492067942277	['PF00017', 'PF12162', 'PF02865', 'PF01017', 'PF02864']	0.031248601061974975
4647	MYO7A	ENST00000409709.9	ENST00000409893.6	0.25	0.055675765982025005	0.020795894403706452	0.26859927660315963	0.03254190456441657	0.7760063558585761	3	0.708889055898809	['PF00784', 'PF00373']	0.031264817000931325
147686	ZNF418	ENST00000396147.6	ENST00000595830.5	0.25	0.056749348619040685	0.02082510421435372	0.6939209978130274	0.03258030518420965	0.6676475249196056	3	0.22443459662521437	[]	0.0313014912419848
5476	CTSA	ENST00000372459.7	ENST00000606394.6	0.25	0.08796190852362494	0.020828021903126367	0.014738105898472654	0.03258414035509625	0.8952266049587351	3	0.10086058977479082	['PF00450']	0.03130506618044933
23366	KIAA0895	ENST00000440378.6	ENST00000429651.1	0.75	0.0524833767536121	0.006948810484837162	0.5245498201975664	0.032608336528031454	0.7586244347900194	1	0.2263785396275132	['PF08014']	0.031327104974890906
130940	CCDC148	ENST00000417066.5	ENST00000451554.1	0.25	0.11288342329481116	0.020886957963296975	0.2034481361099929	0.03266158730145534	0.759791554012815	3	0.3741481887058065	[]	0.03137782361037247
64225	ATL2	ENST00000405384.6	ENST00000451483.1	0.25	0.07942686364782364	0.02088786344159641	0.060893212194630786	0.03266277685161822	0.7097652461647028	3	0.8235151157742681	['PF02263']	0.03137885644291525
55024	BANK1	ENST00000508653.5	ENST00000504592.5	0.25	0.3448289182443292	0.02089837180919953	0.04177196268343023	0.03267658124712857	0.5285672539117184	2	0.4461026300958939	['PF18567']	0.03139156816606194
8838	CCN6	ENST00000483439.1	ENST00000409166.5	0.25	0.11615018189937411	0.020898936209085586	0.07474104175544652	0.03267732263786411	0.700204923184225	1	0.17152060587789142	['PF00007', 'PF19035']	0.03139217039013815
284001	CCDC57	ENST00000392345.6	ENST00000581625.2	0.75	0.05165891770101968	0.0069682581832816596	0.4821373383813806	0.03268499160746648	0.5624581024841305	1	0.21722541484495964	[]	0.031399207638744694
221150	SKA3	ENST00000298260.8	ENST00000465471.5	0.25	0.16540480021971082	0.021035608901603893	0.000940474947319056	0.03285674274357165	0.7156349118073667	3	0.3804101727453808	[]	0.03156110508431333
57404	CYP20A1	ENST00000449301.5	ENST00000429815.6	0.75	0.1980128971656429	0.007018095755307736	0.11977897930993404	0.03288124590508106	0.9768299301317165	3	0.7401829388546087	['PF00067']	0.03158375643157127
79589	RNF128	ENST00000255499.3	ENST00000418562.5	0.25	0.07576364675273309	0.0211243591749607	0.17706940596119336	0.03297313265683089	0.6991257414707291	3	0.7942320661120021	['PF13639', 'PF17123']	0.031669020150426115
64770	CCDC14	ENST00000434954.1	ENST00000426152.5	0.5	0.05690560051238641	0.010566369395615905	0.008560111566602385	0.03298411712812056	0.5278505677089127	3	0.3787873219794709	[]	0.03167903241546864
26052	DNM3	ENST00000367731.5	ENST00000485254.2	0.25	0.25523289548877376	0.021151903509314163	0.1481824288841149	0.03300923619427468	0.7088245673305966	2	0.4182462381906171	['PF01031', 'PF00350', 'PF00169']	0.031702917864295486
3084	NRG1	ENST00000518206.5	ENST00000650919.1	0.5	0.1255322896725657	0.010580008012706756	0.5083851102778804	0.03301986790621274	0.764332485860952	1	0.5270332612094444	['PF07679', 'PF00008']	0.03171268417525368
2059	EPS8	ENST00000543612.5	ENST00000542903.1	0.25	0.07202795007455201	0.02117575940804655	0.007896163248620023	0.033040497894542234	0.8323532210027843	3	0.6097148380251103	['PF08416']	0.03173171882996022
51057	WDPCP	ENST00000272321.12	ENST00000431065.1	0.5	0.08895189206930061	0.010597733866348203	0.2093754370198844	0.033066319383447514	0.8699778060809317	1	0.6617600505013689	['PF11768']	0.03175584956907503
64927	TTC23	ENST00000480371.1	ENST00000558078.5	0.5	0.05709577364539606	0.010614877865212145	0.08124087325926928	0.0331112319788836	0.7139952699876994	2	0.43637694247076475	[]	0.031797756015003176
11152	WDR45	ENST00000376368.7	ENST00000635344.1	0.25	0.07587331239853917	0.021230753532582053	0.42671064487494326	0.033112538756059844	0.5100379639816781	3	0.4795050396439542	['PF00400']	0.03179889947765113
11152	WDR45	ENST00000376368.7	ENST00000475977.2	0.25	0.053162514816649686	0.021230753532582053	0.12056503497643913	0.033112538756059844	0.6385364747493237	3	0.49609567352897876	[]	0.03179889947765113
4524	MTHFR	ENST00000423400.7	ENST00000376583.7	0.5	0.13491877920050058	0.010619975850926886	0.09066584185963253	0.033124584637787516	0.5039219950989421	2	0.6840440338737522	[]	0.03180946382201627
153642	ARSK	ENST00000504873.5	ENST00000504763.1	0.25	0.07159334753309793	0.02124407403859239	0.021590320008328515	0.03312998290852919	0.7475701759790874	2	0.4469656893725851	[]	0.03181397855775105
55205	ZNF532	ENST00000590287.5	ENST00000589288.5	0.5	0.08566857872662534	0.010641575849006803	0.2713200291776376	0.03318114584687404	0.6546417647979551	1	0.5577221111498015	['PF16622', 'PF13912']	0.03186277405596382
7296	TXNRD1	ENST00000524698.5	ENST00000529546.5	0.25	0.06772621957248129	0.021304150545692988	0.08230663881989621	0.03320863145237897	0.6192129816414497	3	0.8243684971137408	[]	0.03188894398801815
7296	TXNRD1	ENST00000524698.5	ENST00000526691.5	0.25	0.06914691735654609	0.021304150545692988	0.03052145864973887	0.03320863145237897	0.5964381979293969	3	0.5761482791781106	[]	0.03188894398801815
7066	THPO	ENST00000649095.1	ENST00000477594.1	0.5	0.15881056081199452	0.010661948336575456	0.1810342254303686	0.03323447263888974	0.6295721442686782	2	0.7062353483522216	['PF00758']	0.03191353449006356
1173	AP2M1	ENST00000448139.5	ENST00000455925.1	0.25	0.08355122196634865	0.021349889091087444	0.009277862460193747	0.03326848119693256	0.8211534390906666	3	0.12324305701119344	['PF01217']	0.0319451833295301
7041	TGFB1I1	ENST00000565360.5	ENST00000565454.5	0.5	0.4340990900499624	0.010687152732267323	0.007709534163007997	0.03330042044730618	0.7259982238132007	1	0.5955191839558982	['PF03535']	0.03197484317260228
158787	RIBC1	ENST00000375327.6	ENST00000329209.9	0.25	0.22993688897884174	0.021444002170891905	0.08454687038092795	0.03339155292461093	0.8275023456832122	1	0.6821185612024584	[]	0.03206122381531156
7862	BRPF1	ENST00000682208.1	ENST00000682980.1	0.5	0.05108722870110449	0.010728475439383163	0.29657501975896655	0.03340847786600234	0.5987281272885022	1	0.9091119837066362	[]	0.0320772495165026
3604	TNFRSF9	ENST00000615230.4	ENST00000377507.8	0.25	0.2407229018294821	0.02147499695468313	0.39025734484717234	0.03343206219507917	0.7622919535584042	3	0.3703149027127032	[]	0.03209921876696228
153642	ARSK	ENST00000504763.1	ENST00000504873.5	0.25	0.07159334753309793	0.021590320008328515	0.02124407403859239	0.03358268794344899	0.7475701759790875	2	0.44696568937258513	[]	0.03224123912091899
22955	SCMH1	ENST00000372597.5	ENST00000372596.5	0.5	0.1449258932547596	0.010891322557781205	0.025227610246297633	0.03383354545528349	0.9711418460210516	1	0.6737814988735853	[]	0.032476267119845505
3033	HADH	ENST00000638559.1	ENST00000505878.4	0.25	0.07319232564826957	0.02180075273628544	0.00387775906229549	0.03385714204158784	0.7025210656322715	3	0.29472640703670955	[]	0.0324983471807704
50484	RRM2B	ENST00000251810.8	ENST00000523957.1	0.25	0.12952206863648447	0.021801916142145945	0.16144598150600584	0.03385865798224413	0.5747441026722828	3	0.7187667144042533	['PF00268']	0.032499460316707696
10775	POP4	ENST00000590688.1	ENST00000585603.6	0.25	0.06512817669223464	0.02184540588290316	0.062382119837283215	0.03391531484061719	0.6465619875021615	3	0.27438858413246564	['PF01868']	0.032553157707984906
54760	PCSK4	ENST00000300954.9	ENST00000588671.2	0.25	0.22559044916012236	0.021902734542395115	0.023264426616127126	0.03398996747572831	0.6442217835460741	2	0.5677866719547424	['PF01483', 'PF00082']	0.032623553298229045
23263	MCF2L	ENST00000473345.5	ENST00000441756.1	0.25	0.05482809395723367	0.021912889128883617	0.10516975958184178	0.0340031867325928	0.793514551764105	2	0.16117980053256162	[]	0.03263566875932507
4077	NBR1	ENST00000590996.6	ENST00000542611.5	0.25	0.050526878530403815	0.02193813856782442	0.03975898485359615	0.034036051394242935	0.77330112088594	3	0.33364228605256724	['PF00564']	0.032665836664134945
4077	NBR1	ENST00000590996.6	ENST00000341165.10	0.25	0.24590734492630617	0.02193813856782442	0.04167836291195356	0.034036051394242935	0.7530053504399253	3	0.6928860626382318	[]	0.032665836664134945
401207	C5orf63	ENST00000535381.6	ENST00000606042.1	0.5	0.056255949543537825	0.010969470780135441	0.1716419202981489	0.034037096449711896	0.641207707343224	1	0.5491185393266019	[]	0.0326666104697682
10818	FRS2	ENST00000549921.6	ENST00000547414.5	0.25	0.1145362747373631	0.02196805858404878	0.06224601368863814	0.03407498587319764	0.7229545114454013	2	0.4912836504861765	[]	0.03270182712845904
56981	PRDM11	ENST00000534751.3	ENST00000683152.1	0.25	0.10912215494406548	0.021971623654334103	0.03970365016206184	0.03407962436741727	0.7592949301176257	2	0.8982672954167696	['PF13873']	0.032705475573841555
7770	ZNF227	ENST00000586228.5	ENST00000313040.12	0.5	0.051793281689161454	0.011017842141279982	0.057621567386660924	0.03416294869060675	0.5993449003470429	1	0.21405073643335637	['PF01352', 'PF00096']	0.03278440500228071
145773	FAM81A	ENST00000560394.5	ENST00000559628.5	0.25	0.10281684774659954	0.022056798682862915	0.2521043946938988	0.034190402201569055	0.6998347534973316	2	0.3080361428648277	[]	0.032810060077377995
9912	ARHGAP44	ENST00000340825.7	ENST00000580768.5	0.5	0.6096349606999419	0.011035681521534717	0.10262282570970925	0.03420933622911221	0.7735407632742782	3	0.4448959336424767	['PF03114', 'PF00620']	0.032827769020408785
54874	FNBP1L	ENST00000271234.13	ENST00000370253.6	0.25	0.12037707676269427	0.022071581162690503	0.043952909415996354	0.0342096197717353	0.9686917750426268	3	0.2997958894887227	[]	0.032827925942026076
5950	RBP4	ENST00000629763.2	ENST00000371469.2	0.25	0.17157029717577255	0.02209663999905823	0.04172177984885132	0.03424219119288128	0.8667651149858994	3	0.8334277359056076	[]	0.032858835995819055
80896	NPL	ENST00000367555.5	ENST00000367552.6	0.25	0.0958654601913548	0.02210293949000825	0.49836024984128746	0.034250378139748947	0.5759459927523449	1	0.35222712108168514	[]	0.03286657688988318
1876	E2F6	ENST00000437573.5	ENST00000421117.1	0.5	0.1046019736507808	0.011055861334480199	0.003127508406316613	0.03426179218902121	0.6365637670998323	2	0.17277692908360887	[]	0.032877299091737304
55743	CHFR	ENST00000535527.5	ENST00000544093.5	0.5	0.08208537127510694	0.011056010489009692	0.14853305914428744	0.03426217983679504	0.8229450921749207	3	0.43536131395843425	[]	0.032877555728064486
10507	SEMA4D	ENST00000438547.6	ENST00000540475.5	0.25	0.23434546148715074	0.022153652461754048	0.055021812883952324	0.03431626941149464	0.6679687839580278	2	0.7206878721125053	['PF01437', 'PF00047', 'PF01403']	0.03292807305398741
4968	OGG1	ENST00000344629.12	ENST00000302003.11	0.25	0.07361729106272358	0.022176472337165853	0.007580979131403103	0.034345909762016	0.6154885831441977	1	0.5683187459135551	[]	0.03295570496169308
83590	TMUB1	ENST00000488752.5	ENST00000476627.5	0.25	0.20996146178702835	0.022190138626988865	0.004699892270665949	0.034363657863939766	0.6140351967677952	3	0.7407921045885862	[]	0.03297227192711863
23151	GRAMD4	ENST00000361034.7	ENST00000456069.1	0.25	0.12067752279968653	0.02230037794318771	0.10663164603511184	0.03450674634086333	0.6424205298525758	3	0.3543349142975177	['PF02893']	0.03310643014891095
6774	STAT3	ENST00000678044.1	ENST00000677030.1	0.25	0.051809360505697954	0.02236650361022844	0.018853845737373132	0.03459251075016344	0.8676189370399289	3	0.2802136804889976	[]	0.03318673435516343
91107	TRIM47	ENST00000585333.1	ENST00000587339.2	0.25	0.2549826120628755	0.022390649765270783	0.012874404124658009	0.03462381591169914	0.8294522530650683	3	0.7735695040871259	[]	0.03321641763903908
5884	RAD17	ENST00000513214.1	ENST00000282891.10	0.25	0.09105858859693865	0.02239196537503491	0.06246291987341682	0.03462552139479015	0.7851653967643798	3	0.5111412544831212	['PF03215']	0.03321774944128197
55183	RIF1	ENST00000444746.7	ENST00000243326.9	0.25	0.12638639389992598	0.022463966519346176	0.00415745463143495	0.0347188302231161	0.957166553753018	3	0.23984194710991885	[]	0.0333055827506626
10174	SORBS3	ENST00000523900.5	ENST00000523965.5	0.25	0.19405162443592042	0.022492943715448074	0.009111891680961829	0.034756366503526655	0.9362989400591558	3	0.7919048209786717	[]	0.03334077202353209
25904	CNOT10	ENST00000331889.10	ENST00000416457.5	0.25	0.09188297718538457	0.0225403884039929	0.002342018075562539	0.03481780493269592	0.8126253752171816	3	0.4052198807283046	[]	0.03339794986075264
25904	CNOT10	ENST00000331889.10	ENST00000455381.5	0.25	0.09188297718538457	0.0225403884039929	0.002669522163660551	0.03481780493269592	0.6004145303230471	3	0.25255693799882656	[]	0.03339794986075264
79639	TMEM53	ENST00000372243.7	ENST00000372244.3	0.5	0.05154558534558462	0.011299711625965915	0.370386253431814	0.03489421716788404	0.7375287050512771	1	0.42237628826995643	['PF05705']	0.03346971886674289
10280	SIGMAR1	ENST00000353468.4	ENST00000679597.1	0.25	0.20645487124265133	0.02260550422912139	0.007386996911662912	0.03490208593827117	0.9736715556246875	3	0.8153062618911784	['PF04622']	0.03347703140528745
51016	EMC9	ENST00000419198.6	ENST00000560403.5	0.25	0.15703180456172666	0.022624695609192166	0.003330176036538602	0.034926916858181944	0.7008214480250263	3	0.7017785668207797	[]	0.03350026055308653
51016	EMC9	ENST00000419198.6	ENST00000216799.9	0.25	0.19797420866477855	0.022624695609192166	0.09821886189360772	0.034926916858181944	0.8288868553907699	3	0.7226834195139213	[]	0.03350026055308653
9961	MVP	ENST00000566066.5	ENST00000565164.1	0.25	0.06876380059071441	0.0226738684481957	0.00461490028219446	0.03499052096267286	0.8223382640358077	1	0.39254616952545607	['PF17794']	0.0335590284474949
55072	RNF31	ENST00000491351.6	ENST00000559719.1	0.5	0.07828325847254643	0.01134916868694792	0.09658791387397811	0.035022161101388165	0.6760661937299579	1	0.34090850977356424	['PF01485', 'PF16678']	0.03358878463352038
3978	LIG1	ENST00000594759.5	ENST00000593425.5	0.25	0.0715385736144774	0.02270909585909403	0.024950839350943825	0.035036070534449806	0.8382273861886281	3	0.29995708221310324	[]	0.033601181167330726
126433	FBXO27	ENST00000598394.1	ENST00000292853.9	0.25	0.3430591545919299	0.02274482064159973	0.007980557288126038	0.03508224926299397	0.6571238090767514	3	0.7335590872062968	['PF00646', 'PF04300']	0.03364428758569912
9212	AURKB	ENST00000583915.1	ENST00000534871.5	0.25	0.05186077444904501	0.02274853210473172	0.05893316626191894	0.03508704598633843	0.6532500991825994	3	0.24377514537853834	['PF00069']	0.03364876957563516
93627	TBCK	ENST00000467183.6	ENST00000361687.8	0.25	0.28275787264389285	0.022772653710257218	0.061249632261434865	0.03511821724582261	0.8863539277823053	3	0.6387139706707267	['PF00566', 'PF00069', 'PF00581']	0.033677599013889954
93627	TBCK	ENST00000467183.6	ENST00000509532.5	0.25	0.14493257667038298	0.022772653710257218	0.017015301473125008	0.03511821724582261	0.8275831349000046	3	0.5962812158064233	['PF00069']	0.033677599013889954
9879	DDX46	ENST00000507392.5	ENST00000628477.2	0.25	0.059809367859830126	0.02280116329671675	0.0736314899877914	0.03515505065880059	0.5362067426466958	3	0.44030516244881257	['PF00270']	0.033711501214001335
1642	DDB1	ENST00000681803.1	ENST00000679588.1	0.25	0.24342780726206642	0.022825376171262707	0.004691806513199867	0.03518632586780601	0.9732503262218714	3	0.7034547227813057	[]	0.03374066298219382
1499	CTNNB1	ENST00000396185.8	ENST00000646725.1	0.25	0.11111151817125495	0.022844768312008455	0.0023544710860788597	0.035211369615556744	0.8565376138330253	3	0.6684100455359422	[]	0.03376444069944056
10226	PLIN3	ENST00000589494.1	ENST00000589163.5	0.25	0.1031295531075671	0.022849827730415724	0.09184747050664477	0.03521790286377071	0.8988154156777455	3	0.7713011454791783	[]	0.03377046835024066
898	CCNE1	ENST00000444983.6	ENST00000262643.8	0.25	0.15646265546010907	0.02286140992799688	0.03793995995340201	0.035232857949776	0.597287650561076	3	0.8154554993427345	[]	0.03378457156170599
4087	SMAD2	ENST00000587421.5	ENST00000589877.5	0.25	0.05325986014132983	0.022863954987773064	0.018972450653738607	0.03523614396785013	0.8796974155413974	1	0.9078620266315593	[]	0.033787603878462254
2553	GABPB1	ENST00000543881.5	ENST00000558335.5	0.25	0.06650847160674989	0.022867548829197587	0.0014211510303539818	0.03524078398495876	0.7115705794946633	1	0.6932178068415337	[]	0.03379181586389498
6396	SEC13	ENST00000350697.8	ENST00000397109.7	0.25	0.06962009347333178	0.022915770714501904	0.016292990788730276	0.035303029724985495	0.8014500642161635	3	0.7555645273067486	[]	0.033849957230682876
93380	MMGT1	ENST00000680510.1	ENST00000305963.3	0.5	0.09421431555980203	0.011461801437371747	0.10429010031024805	0.03531313723237257	0.6069702100158271	2	0.903118207477447	['PF10270']	0.03385834097766761
4720	NDUFS2	ENST00000676795.1	ENST00000676600.1	0.25	0.09495856655256169	0.022933973810555345	0.010315534014689286	0.03532652003416075	0.7838029603073632	3	0.33672854786269824	['PF00346']	0.033871053517718096
64744	SMAP2	ENST00000435168.6	ENST00000614549.4	0.5	0.06407896621340003	0.011484248301727817	0.09020649005136423	0.03537106028842267	0.61847159249759	1	0.8333265459970909	[]	0.03391304421571954
220416	LRRC63	ENST00000676446.1	ENST00000676025.1	0.5	0.28562544725718936	0.011485859632588608	0.008495418996733799	0.03537521740596752	0.5671282161541688	2	0.6100850138878111	[]	0.03391667269229347
29887	SNX10	ENST00000409838.1	ENST00000396376.5	0.5	0.09667141576104746	0.011487313530383464	0.14320081173004962	0.035378968260542536	0.6649062874577111	3	0.3044587175122613	[]	0.033920030683200444
8936	WASF1	ENST00000392587.6	ENST00000392586.5	0.5	0.14225891442797295	0.011491248347403461	0.028794291189612565	0.0353891190810544	0.9510155019572656	1	0.859336642669029	[]	0.03392940548747962
7633	ZNF79	ENST00000612342.4	ENST00000342483.5	0.5	0.23478722109768954	0.011498805990899693	0.06496233491562399	0.035408613976939965	0.7175774911415559	1	0.6430817349839553	[]	0.033947857854202575
29110	TBK1	ENST00000677545.1	ENST00000679302.1	0.25	0.15443942619656398	0.0230299982801312	0.005682316690324268	0.03545037574804707	0.7902058219462545	3	0.5171106979892274	[]	0.03398694199785331
6098	ROS1	ENST00000368508.7	ENST00000368507.8	0.5	0.5105533978557135	0.011531624295264553	0.017782034241467026	0.03549323980761351	0.5333720247453516	1	0.6474259962861375	[]	0.03402648319010433
1072	CFL1	ENST00000531413.5	ENST00000534769.5	0.25	0.10062599974185055	0.023068114305097774	0.04111311160055061	0.03549951135336289	0.9717498741909095	2	0.3291476395683486	[]	0.034032376052005875
253260	RICTOR	ENST00000296782.9	ENST00000357387.8	0.25	0.1365726031315111	0.023069806235274697	0.01893751760599053	0.03550169206594132	0.6429419386684145	1	0.8392376911389523	[]	0.03403410807990026
2982	GUCY1A1	ENST00000296518.11	ENST00000506455.6	0.25	0.05146206031471663	0.023090901455635165	0.1289366496240562	0.03552887888928345	0.5433393822944393	3	0.2676606053208408	[]	0.034058735706544045
2982	GUCY1A1	ENST00000296518.11	ENST00000455639.6	0.25	0.2300796270036616	0.023090901455635165	0.3125780195091938	0.03552887888928345	0.6275123704865994	3	0.41071796726019	[]	0.034058735706544045
83641	FAM107B	ENST00000378467.8	ENST00000489100.5	0.25	0.09332616924802994	0.023126492388455527	0.0025362507677260527	0.03557473638883257	0.6260846621982255	1	0.3979303402515313	[]	0.034101498019345276
54521	WDR44	ENST00000371848.3	ENST00000254029.8	0.25	0.09409287851765535	0.023211275511073458	0.1780955661564588	0.03568392094257887	0.6477073228018801	3	0.8412344693028271	[]	0.03420231670273984
7004	TEAD4	ENST00000397122.6	ENST00000359864.8	0.25	0.2937275191894459	0.023213662478619453	0.0877921551095226	0.035686993781409125	0.7837823237667759	3	0.7329020416719776	['PF01285']	0.034204901525630486
94081	SFXN1	ENST00000506963.1	ENST00000502865.5	0.25	0.05613521745305622	0.02321631409745431	0.08535928692919775	0.035690407244490525	0.9115622971071327	3	0.6373099043633682	['PF03820']	0.03420769260587092
533	ATP6V0B	ENST00000236067.8	ENST00000498664.1	0.25	0.08401865866247724	0.023249093601989613	0.050770455173104814	0.03573259847238705	0.8610322129585463	3	0.1568000758474381	[]	0.034246928078448334
54760	PCSK4	ENST00000588671.2	ENST00000300954.9	0.25	0.22559044916012236	0.023264426616127126	0.021902734542395115	0.035752329967901356	0.6442217835460741	2	0.5677866719547425	['PF01483', 'PF00082']	0.0342647559160245
26207	PITPNC1	ENST00000584554.1	ENST00000584471.5	0.25	0.17275968687645402	0.023272163728415556	0.04735194674330735	0.035762285615769177	0.618876947412482	3	0.4665817098536058	[]	0.03427369534605988
10783	NEK6	ENST00000320246.10	ENST00000373603.5	0.5	0.053517632070152074	0.011643215919589278	0.09254684896025914	0.03578064327097788	0.923958271242617	1	0.11602233766780679	[]	0.03429068657677675
26751	SH3YL1	ENST00000481932.1	ENST00000479739.6	0.25	0.06635565531641469	0.023343973210625757	0.1222008834441847	0.03585465505841032	0.846331025480325	1	0.16972679723718687	[]	0.034360288619247656
1195	CLK1	ENST00000409403.6	ENST00000434813.3	0.25	0.07903774653761092	0.023393969889987386	0.07805435914468263	0.035918933797829046	0.8373574293982893	1	0.38230067634702164	['PF00069']	0.0344211627733744
11234	HPS5	ENST00000438420.6	ENST00000396253.7	0.25	0.1975754123042092	0.023474253809250757	0.0005876345204480396	0.036022095771899555	0.7572038502415591	3	0.7638783095306753	[]	0.034517840139738326
100101267	POM121C	ENST00000398379.2	ENST00000615331.5	0.25	0.11751609807818683	0.023500149758352507	0.010105145644898991	0.03605535649023015	0.8341799564011939	3	0.7983451022923759	['PF15229']	0.03454874084513415
221711	SYCP2L	ENST00000487561.2	ENST00000341041.8	0.25	0.06882420086870514	0.023503623215489704	0.09685675795450435	0.036059817250593325	0.5349466902547689	3	0.10834669356251977	[]	0.03455289380854719
54930	HAUS4	ENST00000555040.5	ENST00000541587.6	0.5	0.16646252773050202	0.011773978589890344	0.009215053735547232	0.03611674153442636	0.824956757886106	3	0.7458159046927622	[]	0.03460525062418499
81617	CAB39L	ENST00000410043.5	ENST00000355854.8	0.5	0.05695449566402194	0.011774086495341774	0.08765519250711011	0.03611701858199581	0.8695833000500103	1	0.29119780582461335	[]	0.03460527289450354
5827	PXMP2	ENST00000539093.2	ENST00000543589.5	0.25	0.14365356845333424	0.023556069187235122	0.0072111663200762535	0.03612715499615478	0.9510185371905147	3	0.3193760954081971	[]	0.03461486340448849
81617	CAB39L	ENST00000409130.5	ENST00000409308.6	0.5	0.07587674583854898	0.011781889214310766	0.1948959478582472	0.03613705077598572	0.5093396137013636	1	0.8181689018564152	[]	0.034623736650416806
5500	PPP1CB	ENST00000420282.5	ENST00000358506.6	0.25	0.07292112937546955	0.023608927240687222	0.1857490634846086	0.036194992295337014	0.8566756745811072	3	0.3431835661348727	[]	0.03467815506317541
5500	PPP1CB	ENST00000420282.5	ENST00000455580.5	0.25	0.12488713409890509	0.023608927240687222	0.030932014849967323	0.036194992295337014	0.6194391077325392	3	0.5600824068657198	[]	0.03467815506317541
280	AMY2B	ENST00000453959.5	ENST00000477657.5	0.25	0.06356052995734697	0.023641431021104622	0.6387984731331418	0.036236692505753475	0.6143076929016804	1	0.40028449705950053	[]	0.03471737576143072
55635	DEPDC1	ENST00000370966.9	ENST00000525124.1	0.25	0.06642259093887287	0.02366236477497315	0.010862528945827586	0.0362635432181845	0.8239886599356042	2	0.5263815511726059	['PF00610', 'PF00620']	0.03474297860385328
55738	ARFGAP1	ENST00000523460.5	ENST00000550188.1	0.25	0.05529385924059868	0.023667853720788633	0.06957455048577221	0.03627058285687162	0.6839223146962926	3	0.804366267697489	['PF01412']	0.034749600955468446
55738	ARFGAP1	ENST00000523460.5	ENST00000549047.5	0.25	0.05529385924059868	0.023667853720788633	0.042193793760919585	0.03627058285687162	0.649627028408193	3	0.8063367593812092	[]	0.034749600955468446
